datetime,light,twilight,interp,excluded
2013-05-18T18:25:16.000Z,124,0,FALSE,FALSE
2013-05-18T18:30:16.000Z,124,0,FALSE,FALSE
2013-05-18T18:35:16.000Z,113,0,FALSE,FALSE
2013-05-18T18:40:16.000Z,102,0,FALSE,FALSE
2013-05-18T18:45:16.000Z,102,0,FALSE,FALSE
2013-05-18T18:50:16.000Z,150,0,FALSE,FALSE
2013-05-18T20:40:16.000Z,150,0,FALSE,FALSE
2013-05-18T20:44:47.810Z,44.9,2,TRUE,FALSE
2013-05-18T20:45:16.000Z,34,0,FALSE,FALSE
2013-05-18T20:50:16.000Z,11,0,FALSE,FALSE
2013-05-19T03:30:16.000Z,11,0,FALSE,FALSE
2013-05-19T03:35:16.000Z,22,0,FALSE,FALSE
2013-05-19T03:40:16.000Z,34,0,FALSE,FALSE
2013-05-19T03:45:16.000Z,34,0,FALSE,FALSE
2013-05-19T03:50:13.272Z,44.9,1,TRUE,FALSE
2013-05-19T03:50:16.000Z,45,0,FALSE,FALSE
2013-05-19T03:55:16.000Z,150,0,FALSE,FALSE
2013-05-19T04:00:16.000Z,150,0,FALSE,FALSE
2013-05-19T04:05:16.000Z,124,0,FALSE,FALSE
2013-05-19T04:10:16.000Z,113,0,FALSE,FALSE
2013-05-19T04:25:16.000Z,113,0,FALSE,FALSE
2013-05-19T04:30:16.000Z,124,0,FALSE,FALSE
2013-05-19T04:35:16.000Z,113,0,FALSE,FALSE
2013-05-19T04:45:16.000Z,113,0,FALSE,FALSE
2013-05-19T04:50:16.000Z,124,0,FALSE,FALSE
2013-05-19T04:55:16.000Z,124,0,FALSE,FALSE
2013-05-19T05:00:16.000Z,136,0,FALSE,FALSE
2013-05-19T05:05:16.000Z,136,0,FALSE,FALSE
2013-05-19T05:10:16.000Z,147,0,FALSE,FALSE
2013-05-19T05:20:16.000Z,147,0,FALSE,FALSE
2013-05-19T05:25:16.000Z,113,0,FALSE,FALSE
2013-05-19T05:30:16.000Z,124,0,FALSE,FALSE
2013-05-19T05:35:16.000Z,124,0,FALSE,FALSE
2013-05-19T05:40:16.000Z,136,0,FALSE,FALSE
2013-05-19T05:45:16.000Z,147,0,FALSE,FALSE
2013-05-19T05:50:16.000Z,150,0,FALSE,FALSE
2013-05-19T18:15:16.000Z,150,0,FALSE,FALSE
2013-05-19T18:20:16.000Z,136,0,FALSE,FALSE
2013-05-19T18:25:16.000Z,113,0,FALSE,FALSE
2013-05-19T18:30:16.000Z,90,0,FALSE,FALSE
2013-05-19T18:35:16.000Z,79,0,FALSE,FALSE
2013-05-19T18:45:16.000Z,79,0,FALSE,FALSE
2013-05-19T18:50:16.000Z,68,0,FALSE,FALSE
